region,field,field_name,code,group_code_name,stat,2016,2017,2018,2019,2020,2021,2022,2023
Ростовская область,8,Искусство и культура,53,8.53.00.00 - Музыкальное искусство,"Подано, бюджет",1.97,1.21,1.25,1.17,1.23,1.16,1.01,1.04
Ростовская область,8,Искусство и культура,53,8.53.00.00 - Музыкальное искусство,"Подано, коммерция",0.48,0.62,0.41,0.48,0.33,0.12,0.53,0.35
Ростовская область,8,Искусство и культура,53,8.53.00.00 - Музыкальное искусство,"Принято, бюджет",1.02,7.98,7.75,7.85,7.93,7.19,7.62,9.31
Ростовская область,8,Искусство и культура,53,8.53.00.00 - Музыкальное искусство,"Принято, коммерция",0.35,0,NA,NA,NA,0,NA,NA
Ростовская область,8,Искусство и культура,54,8.54.00.00 - Изобразительное и прикладные виды искусств,"Подано, бюджет",0.49,1.34,1.05,1.2,1.34,1.4,1.51,1.26
Ростовская область,8,Искусство и культура,54,8.54.00.00 - Изобразительное и прикладные виды искусств,"Подано, коммерция",0.18,0.75,0.8,0.97,1.12,0.92,1.39,0.87
Ростовская область,8,Искусство и культура,54,8.54.00.00 - Изобразительное и прикладные виды искусств,"Принято, бюджет",0.64,2.06,1.87,2.14,2.01,1.99,2.41,3.55
Ростовская область,8,Искусство и культура,54,8.54.00.00 - Изобразительное и прикладные виды искусств,"Принято, коммерция",0.19,0,NA,NA,NA,0,NA,NA
Ростовская область,8,Искусство и культура,55,8.55.00.00 - Экранные искусства,"Подано, бюджет",0.52,0.51,0.41,0.68,0.53,0.42,0.37,0.33
Ростовская область,8,Искусство и культура,55,8.55.00.00 - Экранные искусства,"Подано, коммерция",0.32,0.08,0.03,0.1,0.06,0.08,0.1,0.05
Ростовская область,8,Искусство и культура,55,8.55.00.00 - Экранные искусства,"Принято, бюджет",0.33,0.08,0,0.03,0,0,0.05,0.09
Ростовская область,8,Искусство и культура,55,8.55.00.00 - Экранные искусства,"Принято, коммерция",0.13,0,NA,NA,NA,0,NA,NA
